list-none-m,1,1000,1,3000,8356190,2785,72
list-none-m,1,1000,4,3000,2982755,994,59
list-none-m,1,1000,8,3000,1893748,631,63
list-none-m,1,1000,16,3000,1385414,461,63
list-none-m,4,1000,1,12000,157402945,13116,37529
list-none-m,4,1000,4,12000,25283642,2106,4141
list-none-m,4,1000,8,12000,14564418,1213,1840
list-none-m,4,1000,16,12000,8473894,706,878
list-none-m,8,1000,1,24000,524823628,21867,142938
list-none-m,8,1000,4,24000,82719879,3446,18187
list-none-m,8,1000,8,24000,39048388,1627,6674
list-none-m,8,1000,16,24000,20090993,837,2675
list-none-m,12,1000,1,36000,1271065186,35307,348589
list-none-m,12,1000,4,36000,166460287,4623,41748
list-none-m,12,1000,8,36000,66851284,1856,13742
list-none-m,12,1000,16,36000,32698091,908,5128
list-none-m,16,1000,1,48000,1855339803,38652,509745
list-none-m,16,1000,4,48000,474188399,9878,137014
list-none-m,16,1000,8,48000,104366942,2174,23578
list-none-m,16,1000,16,48000,48264067,1005,8460
